game,first_mismatch_turn,first_fail_turn,first_fail_seat,first_fail_kind,first_fail_why,n_fails
611,4,9,U,ATTACK,no_attacker_absent,8
612,5,5,U,LAND,not_in_hand,13
613,12,13,U,BLOCK,no_blocker,7
614,8,10,U,CAST,not_in_hand,6
615,8,10,U,LAND,not_in_hand,28
616,5,7,U,LAND,not_in_hand,7
617,7,,,,,0
618,6,8,U,DRAW,not_in_library_battlefield,13
619,5,8,U,ATTACK,no_attacker_absent,20
620,6,7,U,ATTACK,no_attacker_absent,11
621,5,7,U,CAST,not_playable,23
622,3,7,U,ATTACK,no_attacker_absent,18
623,12,12,O,CAST,not_in_hand,4
624,5,7,U,DRAW,not_in_library_hand,6
625,7,10,O,SWAP,not_in_library_graveyard,19
626,3,5,U,CAST,not_in_hand,16
627,10,13,U,BLOCK,no_blocker,1
628,9,9,O,SWAP,not_in_library_graveyard,14
629,9,12,O,BLOCK,no_blocker,6
630,5,5,O,CAST,activate_failed,18
631,7,6,O,SWAP,not_in_library_missing,13
632,5,12,U,CAST,not_in_hand,11
633,6,7,O,CAST,not_playable,26
634,5,7,U,DRAW,not_in_library_hand,17
635,6,8,U,LAND,not_in_hand,12
636,10,10,U,BLOCK,no_blocker,11
637,7,8,U,BLOCK,no_blocker,5
638,9,11,U,ATTACK,no_attacker_absent,4
639,7,7,U,DRAW,not_in_library_graveyard,9
640,8,11,O,SWAP,not_in_library_missing,15
641,8,9,U,BLOCK,no_blocker,6
642,10,11,O,SWAP,no_spare_hand_grew,2
643,4,5,U,BLOCK,no_blocker,13
644,6,6,O,CAST,not_playable,10
645,8,8,O,BLOCK,no_blocker,1
646,6,6,U,DRAW,not_in_library_graveyard,15
647,5,5,U,DRAW,not_in_library_graveyard,22
648,7,11,O,SWAP,no_spare_hand_grew,4
649,6,10,U,DRAW,not_in_library_graveyard,16
650,5,5,U,LAND,not_in_hand,3
651,6,7,O,BLOCK,no_blocker,8
652,10,10,U,CAST,not_in_hand,28
653,9,11,U,ATTACK,no_attacker_absent,4
654,3,7,O,ATTACK,no_attacker_tapped,3
655,8,9,U,DRAW,not_in_library_graveyard,3
656,3,5,U,DRAW,not_in_library_battlefield,23
657,9,11,U,ATTACK,no_attacker_absent,6
658,15,16,U,ATTACK,no_attacker_tapped,3
659,12,12,O,SWAP,not_in_library_battlefield,8
660,8,9,U,DRAW,not_in_library_graveyard,8
661,5,7,U,DRAW,not_in_library_graveyard,21
662,5,9,U,DRAW,not_in_library_graveyard,17
663,5,6,U,CAST,not_in_hand,9
664,7,8,U,CAST,not_playable,12
665,8,10,U,DRAW,not_in_library_graveyard,4
666,6,8,U,ATTACK,no_attacker_absent,14
667,10,10,O,ATTACK,no_attacker_sick_or_cannot,10
668,7,7,U,CAST,activate_failed,8
669,9,10,U,ATTACK,no_attacker_absent,14
670,6,12,U,CAST,not_in_hand,12
671,9,9,U,CAST,not_in_hand,11
672,10,14,U,CAST,not_in_hand,1
673,11,10,O,SWAP,not_in_library_missing,19
674,5,10,O,ATTACK,no_attacker_absent,3
675,7,9,U,DRAW,not_in_library_graveyard,1
676,3,5,U,DRAW,not_in_library_graveyard,11
677,7,7,U,LAND,not_in_hand,9
678,5,11,U,BLOCK,no_blocker,2
679,4,4,U,DRAW,not_in_library_graveyard,24
680,11,11,O,CAST,not_playable,1
681,7,7,O,BLOCK,no_blocker,17
682,3,3,U,DRAW,not_in_library_graveyard,11
683,5,7,U,ATTACK,no_attacker_absent,4
684,6,9,U,BLOCK,no_blocker,10
685,6,7,U,DRAW,not_in_library_battlefield,13
686,5,7,U,CAST,not_in_hand,8
687,9,,,,,0
688,12,14,U,ATTACK,no_attacker_absent,2
689,4,8,U,DRAW,not_in_library_hand,6
690,8,10,U,DRAW,not_in_library_graveyard,6
691,5,6,U,CAST,not_playable,7
692,6,8,U,CAST,not_in_hand,1
693,7,13,U,CAST,not_in_hand,10
694,10,10,U,BLOCK,no_blocker,8
695,7,13,O,BLOCK,no_blocker,3
696,7,,,,,0
697,5,10,O,ATTACK,no_attacker_absent,8
698,9,11,U,DRAW,not_in_library_graveyard,5
699,3,5,U,CAST,not_in_hand,8
700,4,5,U,BLOCK,no_blocker,9
701,3,10,U,DRAW,not_in_library_battlefield,8
702,7,7,U,LAND,not_in_hand,12
703,5,5,U,DRAW,not_in_library_graveyard,6
704,4,5,U,BLOCK,no_blocker,22
705,12,13,U,LAND,not_in_hand,5
706,7,8,U,ATTACK,no_attacker_absent,1
707,9,9,U,LAND,not_in_hand,4
708,5,7,U,DRAW,not_in_library_battlefield,11
709,7,8,U,ATTACK,no_attacker_absent,4
710,12,,,,,0
711,9,9,U,CAST,not_playable,6
712,7,7,O,CAST,not_playable,8
713,3,3,O,CAST,not_playable,14
714,3,11,U,CAST,not_in_hand,7
715,9,9,U,DRAW,not_in_library_graveyard,20
716,5,5,U,DRAW,not_in_library_graveyard,29
717,4,6,U,CAST,not_in_hand,15
718,6,8,U,LAND,not_in_hand,21
719,10,9,O,SWAP,not_in_library_battlefield,10
720,10,10,U,CAST,not_in_hand,5
721,6,9,O,SWAP,not_in_library_battlefield,17
722,7,7,O,CAST,not_playable,10
723,5,14,O,SWAP,not_in_library_missing,2
724,6,8,O,BLOCK,no_blocker,2
725,7,7,O,SWAP,not_in_library_graveyard,13
726,7,7,O,SWAP,not_in_library_graveyard,7
727,7,10,U,DRAW,not_in_library_battlefield,15
728,8,8,U,LAND,not_in_hand,9
729,4,4,O,CAST,not_playable,7
730,7,9,U,CAST,not_in_hand,7
731,6,8,U,DRAW,not_in_library_hand,28
732,7,7,U,DRAW,not_in_library_elsewhere,9
733,6,6,U,CAST,not_in_hand,3
734,6,6,U,DRAW,not_in_library_graveyard,6
735,11,12,U,ATTACK,no_attacker_absent,17
736,9,9,O,SWAP,no_spare_hand_grew,11
737,6,8,U,DRAW,not_in_library_graveyard,3
738,8,11,U,CAST,not_in_hand,17
739,3,12,O,SWAP,not_in_library_graveyard,5
740,17,17,O,BLOCK,no_blocker,1
741,6,13,U,CAST,not_in_hand,1
742,8,9,O,SWAP,not_in_library_graveyard,25
743,9,12,U,LAND,not_in_hand,14
744,9,10,U,CAST,not_in_hand,12
745,3,3,U,CAST,not_in_hand,17
746,11,11,O,SWAP,not_in_library_battlefield,3
747,3,5,U,LAND,not_in_hand,15
748,3,5,U,ATTACK,no_attacker_absent,12
749,5,10,O,SWAP,not_in_library_graveyard,5
750,7,10,O,SWAP,not_in_library_graveyard,6
751,6,10,O,CAST,not_playable,2
752,4,6,U,DRAW,not_in_library_graveyard,13
753,6,10,U,DRAW,not_in_library_battlefield,19
754,7,15,U,CAST,not_in_hand,9
755,7,7,U,CAST,not_in_hand,14
756,7,10,U,BLOCK,no_blocker,12
757,4,10,U,CAST,not_in_hand,3
758,3,3,U,DRAW,not_in_library_graveyard,16
759,6,6,U,DRAW,not_in_library_hand,5
760,7,10,O,SWAP,not_in_library_graveyard,11
761,8,9,O,CAST,not_playable,14
762,3,5,U,DRAW,not_in_library_battlefield,25
763,6,7,U,LAND,not_in_hand,4
764,10,11,U,CAST,not_in_hand,12
765,4,11,O,BLOCK,no_blocker,8
766,10,9,O,SWAP,not_in_library_missing,2
767,3,5,U,ATTACK,no_attacker_absent,5
768,7,11,O,BLOCK,no_blocker,1
769,6,8,U,DRAW,not_in_library_graveyard,6
770,8,10,U,LAND,not_in_hand,3
771,10,10,U,CAST,activate_failed,1
772,6,7,U,ATTACK,no_attacker_absent,10
773,7,12,O,SWAP,no_spare_hand_grew,14
774,4,,,,,0
775,9,12,O,SWAP,no_spare_hand_grew,3
776,6,10,O,SWAP,not_in_library_graveyard,5
777,5,5,U,BLOCK,no_blocker,15
778,14,15,U,ATTACK,no_attacker_tapped,12
779,6,8,U,DRAW,not_in_library_graveyard,10
780,3,3,U,DRAW,not_in_library_graveyard,19
781,3,5,U,DRAW,not_in_library_hand,11
782,6,14,U,CAST,not_in_hand,4
783,8,8,O,SWAP,not_in_library_graveyard,7
784,12,13,U,BLOCK,no_blocker,5
785,8,12,U,CAST,not_in_hand,6
786,5,,,,,0
787,5,6,O,CASTI,not_playable,4
788,7,13,O,SWAP,not_in_library_graveyard,11
789,3,7,U,ATTACK,no_attacker_absent,4
790,8,8,U,DRAW,not_in_library_graveyard,10
791,7,7,U,LAND,not_in_hand,3
792,7,7,O,ATTACK,no_attacker_sick_or_cannot,3
793,3,10,U,BLOCK,no_blocker,12
794,7,11,U,CAST,activate_failed,29
795,5,11,U,ATTACK,no_attacker_absent,2
796,5,9,O,ATTACK,no_attacker_absent,9
797,7,11,U,ATTACK,no_attacker_absent,2
798,6,11,O,ATTACK,no_attacker_absent,13
799,7,9,U,LAND,not_in_hand,24
800,7,9,U,DRAW,not_in_library_battlefield,21
801,6,7,U,DRAW,not_in_library_graveyard,19
802,9,,,,,0
803,5,7,U,CAST,not_in_hand,20
804,5,10,U,LAND,not_in_hand,10
805,8,8,O,SWAP,not_in_library_graveyard,10
806,10,12,U,CAST,not_in_hand,23
807,6,7,U,ATTACK,no_attacker_absent,18
808,10,13,O,SWAP,no_spare_hand_grew,14
809,4,8,U,ATTACK,no_attacker_absent,11
810,7,7,O,ATTACK,no_attacker_sick_or_cannot,35
811,5,7,U,LAND,not_in_hand,36
812,5,5,U,CAST,activate_failed,15
813,7,7,O,SWAP,not_in_library_battlefield,33
814,6,6,U,LAND,not_in_hand,11
815,4,5,U,LAND,not_in_hand,24
816,3,5,U,DRAW,not_in_library_hand,10
817,7,9,U,ATTACK,no_attacker_tapped,7
818,9,10,U,DRAW,not_in_library_battlefield,10
819,8,10,U,DRAW,not_in_library_graveyard,21
820,8,9,U,LAND,not_in_hand,12
821,11,,,,,0
822,7,9,U,ATTACK,no_attacker_absent,9
823,8,9,U,ATTACK,no_attacker_absent,11
824,8,11,O,ATTACK,no_attacker_absent,4
825,3,5,O,ATTACK,no_attacker_absent,5
826,7,7,U,LAND,not_in_hand,6
827,6,8,U,LAND,not_in_hand,6
828,6,8,U,LAND,not_in_hand,9
829,5,12,O,SWAP,not_in_library_graveyard,19
830,8,9,U,BLOCK,no_blocker,4
831,7,11,O,SWAP,no_spare_hand_grew,7
832,9,9,O,SWAP,not_in_library_missing,11
833,8,9,U,ATTACK,no_attacker_absent,14
834,5,7,U,LAND,not_in_hand,27
835,5,7,U,CAST,not_playable,2
836,7,,,,,0
837,3,5,U,CAST,not_in_hand,3
838,5,9,U,LAND,not_in_hand,3
839,10,12,U,CAST,not_in_hand,5
840,8,9,U,DRAW,not_in_library_graveyard,10
841,6,7,O,ATTACK,no_attacker_absent,17
842,3,6,U,DRAW,not_in_library_graveyard,9
843,5,3,O,SWAP,not_in_library_missing,13
844,4,5,U,LAND,not_in_hand,9
845,7,9,U,ATTACK,no_attacker_absent,5
846,7,7,O,SWAP,not_in_library_graveyard,34
847,10,12,O,CAST,not_playable,3
848,3,6,O,SWAP,not_in_library_graveyard,13
849,4,4,U,CAST,not_playable,9
850,3,9,U,DRAW,not_in_library_hand,4
851,5,10,O,CAST,activate_failed,5
852,4,6,U,ATTACK,no_attacker_absent,16
853,3,5,U,CAST,not_playable,19
854,6,8,O,ATTACK,no_attacker_tapped,6
855,6,8,U,DRAW,not_in_library_battlefield,12
856,5,6,O,CASTI,not_playable,5
857,7,7,U,CAST,not_in_hand,6
858,6,6,O,CAST,activate_failed,4
859,3,7,O,ATTACK,no_attacker_absent,6
860,3,11,U,LAND,not_in_hand,22
861,8,9,U,DRAW,not_in_library_graveyard,14
862,6,6,U,DRAW,not_in_library_elsewhere,7
863,8,9,O,SWAP,not_in_library_graveyard,5
864,6,8,U,ATTACK,no_attacker_absent,22
865,6,7,O,SWAP,not_in_library_battlefield,24
866,6,6,O,CASTI,not_playable,8
867,7,7,U,DRAW,not_in_library_graveyard,2
868,3,5,U,DRAW,not_in_library_elsewhere,40
869,5,10,U,CAST,not_in_hand,11
870,7,7,U,LAND,not_in_hand,7
871,8,8,U,ATTACK,no_attacker_absent,4
872,8,6,O,CASTI,not_playable,4
873,4,3,U,CASTI,not_in_hand,14
874,4,7,U,LAND,not_in_hand,14
875,5,9,U,LAND,not_in_hand,12
876,,,,,,0
877,4,5,U,LAND,not_in_hand,4
878,4,7,O,SWAP,not_in_library_battlefield,15
879,10,10,O,ATTACK,no_attacker_absent,27
880,7,7,O,BLOCK,no_blocker,3
881,5,5,U,LAND,not_in_hand,7
882,3,5,U,DRAW,not_in_library_graveyard,8
883,6,8,U,CAST,not_in_hand,20
884,7,7,U,CAST,not_playable,1
885,5,5,O,CAST,activate_failed,7
886,7,11,U,CAST,not_in_hand,8
887,9,9,O,CAST,not_playable,7
888,4,4,U,CAST,not_playable,15
889,5,8,U,LAND,not_in_hand,13
890,8,,,,,0
891,5,9,U,LAND,not_in_hand,12
892,1,5,U,ATTACK,no_attacker_sick_or_cannot,17
893,9,10,O,SWAP,not_in_library_battlefield,4
894,11,11,O,CASTI,not_playable,14
895,5,,,,,0
896,10,10,U,CAST,activate_failed,1
897,9,10,U,DRAW,not_in_library_battlefield,14
898,6,9,U,DRAW,not_in_library_battlefield,4
899,7,11,U,DRAW,not_in_library_elsewhere,3
900,6,8,O,BLOCK,no_blocker,12
901,8,8,U,CAST,not_playable,4
902,3,14,O,SWAP,not_in_library_missing,3
903,6,6,U,DRAW,not_in_library_graveyard,6
904,7,7,U,BLOCK,no_blocker,16
905,7,10,O,CAST,activate_failed,7
906,9,9,U,LAND,not_in_hand,15
907,9,9,O,CAST,not_playable,16
908,6,7,U,BLOCK,no_blocker,20
909,7,9,U,CAST,not_in_hand,17
910,6,6,U,DRAW,not_in_library_graveyard,8
911,6,,,,,0
912,5,5,U,DRAW,not_in_library_graveyard,24
913,5,5,O,BLOCK,no_blocker,9
914,6,9,U,DRAW,not_in_library_graveyard,15
915,8,7,O,CAST,not_playable,2
916,8,8,O,BLOCK,no_blocker,8
917,7,9,U,DRAW,not_in_library_battlefield,3
918,8,8,U,DRAW,not_in_library_hand,15
919,7,9,U,DRAW,not_in_library_battlefield,4
920,4,10,U,ATTACK,no_attacker_absent,3
921,5,5,U,CAST,activate_failed,5
922,11,11,U,LAND,not_in_hand,4
923,7,7,O,BLOCK,no_blocker,2
924,11,11,U,LAND,not_in_hand,6
925,5,5,U,BLOCK,no_blocker,23
926,9,8,O,SWAP,not_in_library_missing,9
927,7,7,U,CAST,not_playable,15
928,3,5,U,CAST,not_in_hand,3
929,8,10,U,BLOCK,no_blocker,5
930,4,6,U,DRAW,not_in_library_hand,14
931,7,10,U,DRAW,not_in_library_battlefield,7
932,11,,,,,0
933,6,8,U,DRAW,not_in_library_graveyard,17
934,6,6,U,DRAW,not_in_library_graveyard,12
935,7,9,U,DRAW,not_in_library_graveyard,21
936,5,8,O,SWAP,not_in_library_graveyard,12
937,6,9,O,CASTI,not_playable,8
938,7,7,O,ATTACK,no_attacker_absent,9
939,3,7,O,SWAP,not_in_library_graveyard,15
940,8,10,U,ATTACK,no_attacker_absent,3
941,7,10,O,CASTI,not_playable,15
942,7,11,U,BLOCK,no_legal_assignment,2
943,3,7,U,CAST,not_in_hand,40
944,7,9,U,DRAW,not_in_library_battlefield,46
945,11,11,O,SWAP,no_spare_hand_grew,8
946,9,,,,,0
947,5,6,U,BLOCK,no_blocker,27
948,5,5,U,DRAW,not_in_library_graveyard,17
949,4,9,O,CAST,not_playable,16
950,9,9,O,SWAP,not_in_library_graveyard,19
951,12,13,U,DRAW,not_in_library_graveyard,5
952,6,7,U,BLOCK,no_blocker,4
953,7,9,U,DRAW,not_in_library_battlefield,17
954,5,7,U,LAND,not_in_hand,12
955,4,4,U,DRAW,not_in_library_graveyard,15
956,7,9,U,CAST,not_in_hand,15
957,4,7,U,LAND,not_in_hand,9
958,5,7,U,DRAW,not_in_library_battlefield,21
959,9,12,U,CAST,not_in_hand,17
960,4,6,O,CASTI,not_playable,12
961,7,7,O,CAST,not_playable,18
962,4,7,U,LAND,not_in_hand,20
963,6,8,U,LAND,not_in_hand,9
964,6,9,U,DRAW,not_in_library_hand,8
965,5,9,U,BLOCK,no_blocker,23
966,5,7,U,DRAW,not_in_library_hand,7
967,7,8,U,CAST,not_playable,8
968,7,8,O,CAST,activate_failed,16
969,6,6,U,CAST,activate_failed,27
970,4,10,U,ATTACK,no_attacker_absent,2
971,5,7,U,CAST,not_playable,15
972,3,3,U,CAST,not_in_hand,3
973,1,,,,,0
974,5,5,U,CAST,activate_failed,4
975,10,,,,,0
976,7,11,U,LAND,not_in_hand,2
977,10,10,U,LAND,not_in_hand,14
978,8,10,U,ATTACK,no_attacker_absent,2
979,7,8,U,BLOCK,no_blocker,20
980,9,9,U,LAND,not_in_hand,21
981,6,8,U,DRAW,not_in_library_graveyard,7
982,10,11,U,CAST,not_in_hand,17
983,6,6,U,CAST,not_playable,14
984,6,8,U,LAND,not_in_hand,17
985,7,,,,,0
986,8,10,U,ATTACK,no_attacker_absent,6
987,9,14,U,CAST,not_in_hand,24
988,8,9,O,SWAP,not_in_library_missing,10
989,6,6,U,CAST,not_playable,46
990,9,12,O,CAST,not_playable,1
991,5,9,O,SWAP,not_in_library_graveyard,4
992,3,5,U,DRAW,not_in_library_battlefield,19
993,8,9,U,DRAW,not_in_library_graveyard,10
994,9,9,O,BLOCK,no_blocker,1
995,5,5,U,CAST,not_playable,8
996,10,10,U,DRAW,not_in_library_graveyard,8
997,7,12,U,LAND,not_in_hand,12
998,7,7,U,ATTACK,no_attacker_absent,5
999,5,8,U,CAST,not_in_hand,21
1000,4,5,U,CAST,not_playable,40
1001,11,13,U,DRAW,not_in_library_graveyard,1
1002,8,9,U,CAST,not_in_hand,11
1003,9,4,O,CASTI,not_playable,3
1004,3,7,U,DRAW,not_in_library_hand,12
1005,4,6,U,DRAW,not_in_library_hand,11
1006,4,9,U,LAND,not_in_hand,7
1007,7,7,O,ATTACK,no_attacker_sick_or_cannot,10
1008,8,8,U,LAND,not_in_hand,17
1009,7,8,O,CAST,not_playable,31
1010,3,5,U,DRAW,not_in_library_graveyard,33
1011,7,7,U,BLOCK,no_blocker,21
1012,3,3,U,DRAW,not_in_library_graveyard,19
1013,7,8,O,CAST,activate_failed,9
1014,4,6,U,DRAW,not_in_library_battlefield,17
1015,8,8,U,LAND,not_in_hand,10
1016,6,10,U,CAST,not_in_hand,23
1017,7,7,U,CAST,not_playable,22
1018,7,7,U,CAST,activate_failed,9
1019,7,7,O,SWAP,not_in_library_graveyard,11
1020,5,5,U,CAST,not_playable,9
1021,3,5,U,DRAW,not_in_library_hand,10
1022,6,6,U,LAND,not_in_hand,7
1023,6,7,U,ATTACK,no_attacker_absent,17
1024,11,11,O,BLOCK,no_blocker,6
1025,5,5,U,BLOCK,no_blocker,15
1026,6,7,O,ATTACK,no_attacker_tapped,3
1027,5,10,U,DRAW,not_in_library_graveyard,9
1028,7,8,U,BLOCK,no_blocker,13
1029,8,13,U,CAST,not_in_hand,1
1030,5,,,,,0
1031,6,6,O,CAST,activate_failed,6
1032,8,9,U,DRAW,not_in_library_hand,14
1033,6,12,U,CAST,not_playable,4
1034,5,12,O,BLOCK,no_blocker,11
1035,7,10,U,DRAW,not_in_library_battlefield,20
1036,6,6,U,CAST,not_playable,14
1037,12,10,O,SWAP,not_in_library_missing,1
1038,5,7,U,DRAW,not_in_library_battlefield,8
1039,8,10,U,LAND,not_in_hand,12
1040,7,6,O,CAST,activate_failed,19
1041,5,5,U,DRAW,not_in_library_graveyard,21
1042,3,7,U,DRAW,not_in_library_hand,9
1043,6,6,U,DRAW,not_in_library_graveyard,21
1044,7,7,U,LAND,not_in_hand,5
1045,11,11,O,SWAP,not_in_library_missing,27
1046,3,6,O,CAST,activate_failed,20
1047,8,13,U,BLOCK,no_blocker,8
1048,5,8,U,ATTACK,no_attacker_absent,19
1049,12,12,O,CAST,not_playable,43
1050,9,9,O,ATTACK,no_attacker_absent,17
1051,7,7,O,SWAP,not_in_library_graveyard,3
1052,6,7,U,CAST,not_in_hand,5
1053,5,9,O,CAST,not_playable,21
1054,8,10,U,DRAW,not_in_library_graveyard,15
1055,10,11,O,SWAP,not_in_library_battlefield,18
1056,5,9,U,DRAW,not_in_library_graveyard,9
1057,5,5,O,CAST,activate_failed,15
1058,4,5,U,DRAW,not_in_library_battlefield,10
1059,8,8,U,CAST,not_in_hand,6
1060,6,6,U,DRAW,not_in_library_graveyard,13
1061,4,4,U,CAST,not_playable,10
1062,5,6,U,LAND,not_in_hand,9
1063,6,6,U,DRAW,not_in_library_graveyard,19
1064,9,9,U,BLOCK,no_blocker,12
1065,6,13,O,SWAP,no_spare_hand_grew,1
1066,9,9,O,CAST,not_playable,5
1067,8,8,O,SWAP,not_in_library_missing,6
1068,4,5,U,BLOCK,no_blocker,18
1069,8,15,O,SWAP,no_spare_hand_grew,11
1070,8,,,,,0
1071,7,7,O,SWAP,not_in_library_graveyard,9
1072,6,8,U,DRAW,not_in_library_graveyard,8
1073,9,12,O,CAST,not_playable,3
1074,11,,,,,0
1075,7,8,U,BLOCK,no_blocker,8
1076,8,8,U,CAST,not_in_hand,17
1077,4,4,O,CAST,not_playable,3
1078,7,15,O,SWAP,no_spare_hand_grew,3
1079,6,8,U,CAST,not_in_hand,24
1080,5,5,U,LAND,not_in_hand,6
1081,6,7,U,BLOCK,no_blocker,6
1082,7,9,U,DRAW,not_in_library_graveyard,17
1083,9,9,U,ATTACK,no_attacker_absent,14
1084,5,5,U,LAND,not_in_hand,24
1085,6,7,U,ATTACK,no_attacker_absent,14
1086,5,6,U,LAND,not_in_hand,4
1087,7,7,O,SWAP,not_in_library_graveyard,5
1088,5,7,U,DRAW,not_in_library_battlefield,14
1089,12,12,O,SWAP,not_in_library_battlefield,2
1090,3,5,U,DRAW,not_in_library_battlefield,16
1091,11,13,O,SWAP,no_spare_hand_grew,7
1092,9,11,U,DRAW,not_in_library_hand,8
1093,3,5,U,DRAW,not_in_library_graveyard,25
1094,8,8,O,ATTACK,no_attacker_absent,16
1095,9,10,U,ATTACK,no_attacker_absent,24
1096,7,7,U,CAST,not_playable,12
1097,7,9,O,CAST,not_playable,13
1098,8,8,O,CAST,not_playable,14
1099,6,8,U,DRAW,not_in_library_graveyard,4
1100,6,6,U,DRAW,not_in_library_graveyard,10
1101,10,7,O,CAST,not_playable,8
1102,8,8,U,LAND,not_in_hand,27
1103,10,11,U,CAST,activate_failed,4
1104,7,11,U,LAND,not_in_hand,8
1105,7,8,U,LAND,not_in_hand,10
1106,7,9,U,BLOCK,no_blocker,3
1107,7,7,O,CAST,not_playable,9
1108,6,12,U,ATTACK,no_attacker_absent,8
1109,5,7,U,DRAW,not_in_library_battlefield,14
1110,8,8,U,CAST,activate_failed,12
1111,10,10,O,CASTI,not_playable,7
1112,6,7,U,BLOCK,no_blocker,26
1113,3,5,U,ATTACK,no_attacker_absent,13
1114,7,,,,,0
1115,6,4,O,CASTI,not_playable,10
1116,7,7,U,DRAW,not_in_library_graveyard,8
1117,5,10,U,DRAW,not_in_library_hand,14
1118,4,8,U,DRAW,not_in_library_hand,6
1119,7,10,U,DRAW,not_in_library_battlefield,3
1120,12,12,U,DRAW,not_in_library_graveyard,5
1121,7,13,O,ATTACK,no_attacker_absent,16
1122,3,5,U,ATTACK,no_attacker_absent,13
1123,7,7,U,CAST,not_in_hand,23
1124,4,6,U,ATTACK,no_attacker_absent,4
1125,5,10,U,DRAW,not_in_library_graveyard,15
1126,7,7,O,CAST,not_playable,10
1127,5,10,O,BLOCK,no_blocker,11
1128,6,6,U,DRAW,not_in_library_graveyard,5
1129,9,10,U,CAST,not_in_hand,4
1130,7,9,U,ATTACK,no_attacker_absent,12
1131,5,5,U,DRAW,not_in_library_graveyard,25
1132,8,8,O,SWAP,not_in_library_graveyard,5
1133,14,16,O,SWAP,no_spare_hand_grew,6
1134,9,12,U,BLOCK,no_blocker,13
1135,7,8,U,BLOCK,no_blocker,15
1136,8,,,,,0
1137,9,5,U,ATTACK,no_attacker_already_attacking,17
1138,5,5,U,DRAW,not_in_library_graveyard,5
1139,6,7,O,SWAP,not_in_library_graveyard,14
1140,7,9,U,BLOCK,no_blocker,5
1141,5,7,U,LAND,not_in_hand,8
1142,9,10,O,SWAP,not_in_library_battlefield,12
1143,4,9,U,ATTACK,no_attacker_absent,15
1144,5,5,U,CAST,not_in_hand,21
1145,5,7,U,LAND,not_in_hand,8
1146,7,10,U,CAST,not_playable,9
1147,5,5,U,DRAW,not_in_library_hand,18
1148,6,8,O,ATTACK,no_attacker_absent,13
1149,7,7,O,SWAP,not_in_library_graveyard,13
1150,5,5,U,CAST,not_playable,39
1151,5,5,U,DRAW,not_in_library_graveyard,8
1152,3,5,U,DRAW,not_in_library_graveyard,16
1153,3,7,U,DRAW,not_in_library_graveyard,11
1154,7,7,U,DRAW,not_in_library_graveyard,7
1155,5,7,U,DRAW,not_in_library_graveyard,5
1156,8,9,U,DRAW,not_in_library_battlefield,2
1157,8,9,U,DRAW,not_in_library_hand,6
1158,7,9,U,DRAW,not_in_library_graveyard,7
1159,6,6,U,DRAW,not_in_library_graveyard,24
1160,3,7,U,DRAW,not_in_library_hand,10
1161,10,11,O,CAST,activate_failed,5
1162,7,7,O,SWAP,not_in_library_graveyard,7
1163,8,8,O,BLOCK,no_blocker,9
1164,8,8,O,SWAP,not_in_library_graveyard,5
1165,5,7,U,LAND,not_in_hand,17
1166,11,11,U,LAND,not_in_hand,14
1167,6,6,U,BLOCK,no_blocker,8
1168,12,12,O,SWAP,not_in_library_graveyard,12
1169,5,5,O,CAST,not_playable,3
1170,7,9,U,CAST,not_in_hand,4
1171,8,8,U,DRAW,not_in_library_graveyard,9
1172,5,7,U,CAST,not_in_hand,8
1173,5,10,U,DRAW,not_in_library_hand,16
1174,8,8,U,DRAW,not_in_library_graveyard,17
1175,,,,,,0
1176,3,5,U,LAND,not_in_hand,28
1177,6,9,U,CAST,not_in_hand,23
1178,7,12,O,SWAP,not_in_library_graveyard,11
1179,3,6,O,CAST,not_playable,13
1180,15,15,O,BLOCK,no_blocker,2
1181,7,8,U,ATTACK,no_attacker_absent,8
1182,5,5,U,DRAW,not_in_library_graveyard,14
1183,5,5,U,DRAW,not_in_library_graveyard,6
1184,7,13,U,BLOCK,no_blocker,2
1185,5,5,U,CAST,not_playable,8
1186,8,3,O,SWAP,not_in_library_missing,6
1187,5,8,U,DRAW,not_in_library_battlefield,14
1188,5,7,U,CAST,not_in_hand,17
1189,6,7,U,CASTI,not_in_hand,41
1190,8,10,O,ATTACK,no_attacker_absent,9
1191,7,10,U,DRAW,not_in_library_battlefield,17
1192,8,9,U,ATTACK,no_attacker_absent,13
1193,7,7,U,LAND,not_in_hand,12
1194,8,9,U,ATTACK,no_attacker_absent,2
1195,14,14,U,LAND,not_in_hand,4
1196,8,10,U,ATTACK,no_attacker_absent,5
1197,6,8,U,DRAW,not_in_library_hand,18
1198,10,7,O,SWAP,not_in_library_missing,9
1199,6,6,O,CAST,not_playable,18
1200,3,7,U,LAND,not_in_hand,24
1201,8,12,U,DRAW,not_in_library_battlefield,13
1202,3,15,O,ATTACK,no_attacker_absent,1
1203,6,6,U,CAST,not_playable,13
1204,5,5,O,BLOCK,no_blocker,1
1205,6,6,U,CAST,not_in_hand,9
1206,7,7,O,CAST,activate_failed,5
1207,5,5,O,CAST,not_playable,15
1208,6,6,U,DRAW,not_in_library_graveyard,29
1209,6,6,U,CAST,not_playable,9
1210,7,7,U,DRAW,not_in_library_hand,21
1211,4,6,U,DRAW,not_in_library_hand,24
1212,5,7,U,BLOCK,no_blocker,13
1213,8,7,O,SWAP,not_in_library_missing,8
1214,4,4,U,DRAW,not_in_library_graveyard,10
1215,5,15,U,DRAW,not_in_library_graveyard,1
1216,5,7,U,CAST,not_in_hand,1
