consult	file	k	class	src	partner	p_before	p_after	dp	dlogit	dlogit_raw	flip	argmax_before	argmax_after
62	7c_W0Base_p1.jsonl	2	text_emb	Silvercoat Lion	Alabaster Host Sanctifier	0.467867	0.465842	0.002024	0.008133	0.008953	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_kw	Silvercoat Lion	Alabaster Host Sanctifier	0.467867	0.481852	0.013986	0.056088	0.062008	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text	Silvercoat Lion	Bishop's Soldier	0.467867	0.493151	0.025284	0.101313	0.112360	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_emb	Silvercoat Lion	Bishop's Soldier	0.467867	0.477376	0.009509	0.038151	0.042126	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_kw	Silvercoat Lion	Bishop's Soldier	0.467867	0.481852	0.013986	0.056088	0.062008	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text	Silvercoat Lion	Story Seeker	0.467867	0.450352	0.017515	0.070540	0.077331	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_emb	Silvercoat Lion	Story Seeker	0.467867	0.434383	0.033484	0.135281	0.147700	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_kw	Silvercoat Lion	Story Seeker	0.467867	0.481852	0.013986	0.056088	0.062008	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text	Silvercoat Lion	Mesa Unicorn	0.467867	0.432443	0.035424	0.143182	0.156249	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_emb	Silvercoat Lion	Mesa Unicorn	0.467867	0.416850	0.051017	0.207007	0.225028	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_kw	Silvercoat Lion	Mesa Unicorn	0.467867	0.481852	0.013986	0.056088	0.062008	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text	Silvercoat Lion	Alpine Watchdog	0.467867	0.436594	0.031273	0.126288	0.137958	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_emb	Silvercoat Lion	Alpine Watchdog	0.467867	0.442239	0.025627	0.103368	0.113082	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_kw	Silvercoat Lion	Alpine Watchdog	0.467867	0.462168	0.005699	0.022907	0.025190	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text	Silvercoat Lion	Huatli's Snubhorn	0.467867	0.399562	0.068304	0.278578	0.301570	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_emb	Silvercoat Lion	Huatli's Snubhorn	0.467867	0.405136	0.062731	0.255399	0.276846	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_kw	Silvercoat Lion	Huatli's Snubhorn	0.467867	0.462168	0.005699	0.022907	0.025190	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text	Silvercoat Lion	Agent of Atlas	0.467867	0.392714	0.075152	0.307207	0.332023	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_emb	Silvercoat Lion	Agent of Atlas	0.467867	0.407849	0.060018	0.244155	0.264830	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_kw	Silvercoat Lion	Agent of Atlas	0.467867	0.452599	0.015267	0.061463	0.067419	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text	Silvercoat Lion	Head of Security	0.467867	0.436122	0.031745	0.128205	0.140035	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_emb	Silvercoat Lion	Head of Security	0.467867	0.427425	0.040441	0.163653	0.178364	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	text_kw	Silvercoat Lion	Head of Security	0.467867	0.476351	0.008484	0.034044	0.037580	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	pt	Silvercoat Lion	Starfleet Crew	0.467867	0.420572	0.047295	0.191717	0.208597	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	pt	Silvercoat Lion	Squire	0.467867	0.381053	0.086813	0.356369	0.384111	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	pt	Silvercoat Lion	Kyoshi Warrior Guard	0.467867	0.368077	0.099790	0.411766	0.442505	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	cost	Silvercoat Lion	Pearled Unicorn	0.467867	0.397736	0.070130	0.286196	0.309682	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	type	Silvercoat Lion	Ajani's Mantra	0.467867	0.290532	0.177334	0.764089	0.807600	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	type	Silvercoat Lion	Lead Astray	0.467867	0.356129	0.111738	0.463496	0.496764	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	type	Silvercoat Lion	Rune of Protection: White	0.467867	0.340223	0.127644	0.533592	0.569893	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	type	Silvercoat Lion	Oath of Lieges	0.467867	0.230439	0.237428	1.077124	1.125260	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	type	Silvercoat Lion	Recommission	0.467867	0.452222	0.015644	0.062984	0.069081	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	type	Silvercoat Lion	Immolating Glare	0.467867	0.475079	0.007213	0.028944	0.031940	0	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	type	Silvercoat Lion	Valorous Stance	0.467867	0.399616	0.068250	0.278354	0.301330	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	type	Silvercoat Lion	Family Reunion	0.467867	0.338215	0.129652	0.542550	0.579208	1	SPELL	SPELL
62	7c_W0Base_p1.jsonl	2	self_mana	Silvercoat Lion	2	0.467867	0.464081	0.003786	0.015215	0.016739	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Alabaster Host Sanctifier	0.715826	0.727348	0.011522	0.057360	0.062933	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Alabaster Host Sanctifier	0.715826	0.714998	0.000828	0.004064	0.004442	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Alabaster Host Sanctifier	0.715826	0.727171	0.011345	0.056467	0.061949	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Bishop's Soldier	0.715826	0.736015	0.020189	0.101508	0.111697	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Bishop's Soldier	0.715826	0.723425	0.007599	0.037667	0.041273	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Bishop's Soldier	0.715826	0.727171	0.011345	0.056467	0.061949	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Story Seeker	0.715826	0.701015	0.014810	0.071712	0.078035	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Story Seeker	0.715826	0.687108	0.028718	0.137217	0.148731	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Story Seeker	0.715826	0.727171	0.011345	0.056467	0.061949	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Mesa Unicorn	0.715826	0.685151	0.030675	0.146304	0.158496	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Mesa Unicorn	0.715826	0.671062	0.044764	0.210859	0.227583	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Mesa Unicorn	0.715826	0.727171	0.011345	0.056467	0.061949	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Alpine Watchdog	0.715826	0.689976	0.025850	0.123845	0.134343	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Alpine Watchdog	0.715826	0.694754	0.021072	0.101409	0.110153	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Alpine Watchdog	0.715826	0.711200	0.004626	0.022632	0.024703	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Huatli's Snubhorn	0.715826	0.656035	0.059791	0.278177	0.299123	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Huatli's Snubhorn	0.715826	0.661112	0.054714	0.255596	0.275181	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Huatli's Snubhorn	0.715826	0.711200	0.004626	0.022632	0.024703	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Agent of Atlas	0.715826	0.647980	0.067846	0.313678	0.336655	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Agent of Atlas	0.715826	0.662054	0.053772	0.251389	0.270715	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Agent of Atlas	0.715826	0.703297	0.012529	0.060803	0.066209	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Head of Security	0.715826	0.687863	0.027963	0.133701	0.144950	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Head of Security	0.715826	0.680048	0.035777	0.169855	0.183757	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Head of Security	0.715826	0.722822	0.006996	0.034651	0.037961	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Starfleet Crew	0.715826	0.673267	0.042559	0.200851	0.216904	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Squire	0.715826	0.636236	0.079590	0.364786	0.390462	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Kyoshi Warrior Guard	0.715826	0.623710	0.092116	0.418524	0.446767	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	cost	Silvercoat Lion	Pearled Unicorn	0.715826	0.652281	0.063545	0.294769	0.316680	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Ajani's Mantra	0.715826	0.536904	0.178922	0.775966	0.815334	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Lead Astray	0.715826	0.610477	0.105349	0.474531	0.505170	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Rune of Protection: White	0.715826	0.591755	0.124071	0.552623	0.586160	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Oath of Lieges	0.715826	0.459080	0.256746	1.087898	1.130881	1	SPELL	PASS
63	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Recommission	0.715826	0.701200	0.014626	0.070832	0.077083	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Immolating Glare	0.715826	0.721576	0.005750	0.028443	0.031148	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Valorous Stance	0.715826	0.655396	0.060430	0.281005	0.302117	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Family Reunion	0.715826	0.590312	0.125514	0.558595	0.592332	0	SPELL	SPELL
63	7c_W0Base_p1.jsonl	1	self_mana	Silvercoat Lion	1	0.715826	0.712652	0.003174	0.015549	0.016979	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	text	Shu Elite Infantry	Aardvark Sloth	0.667114	0.749411	0.082298	0.400316	0.436461	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	text_emb	Shu Elite Infantry	Aardvark Sloth	0.667114	0.737727	0.070613	0.339028	0.368160	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	text_kw	Shu Elite Infantry	Aardvark Sloth	0.667114	0.681131	0.014017	0.063815	0.068176	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	type	Shu Elite Infantry	Excoriate	0.667114	0.752875	0.085761	0.418846	0.457230	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	type	Shu Elite Infantry	Unexplained Absence	0.667114	0.683101	0.015988	0.072901	0.077921	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	type	Shu Elite Infantry	Akroma's Will	0.667114	0.583681	0.083433	0.357256	0.374060	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	type	Shu Elite Infantry	Rapid Fire	0.667114	0.638876	0.028238	0.124670	0.131901	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	type	Shu Elite Infantry	Wall Off	0.667114	0.626365	0.040749	0.178505	0.188376	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	type	Shu Elite Infantry	On Wings of Gold	0.667114	0.495395	0.171718	0.713579	0.737613	1	SPELL	PASS
66	7c_W0Base_p1.jsonl	1	type	Shu Elite Infantry	Abuna's Chant	0.667114	0.648087	0.019026	0.084517	0.089596	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	type	Shu Elite Infantry	Retether	0.667114	0.725080	0.057967	0.274644	0.297034	0	SPELL	SPELL
66	7c_W0Base_p1.jsonl	1	self_mana	Shu Elite Infantry	1	0.667114	0.663637	0.003477	0.015614	0.016611	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Alabaster Host Sanctifier	0.730757	0.742192	0.011435	0.058927	0.065348	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Alabaster Host Sanctifier	0.730757	0.730632	0.000126	0.000639	0.000706	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Alabaster Host Sanctifier	0.730757	0.741408	0.010651	0.054831	0.060788	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Bishop's Soldier	0.730757	0.750995	0.020238	0.105460	0.117339	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Bishop's Soldier	0.730757	0.739253	0.008496	0.043622	0.048324	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Bishop's Soldier	0.730757	0.741408	0.010651	0.054831	0.060788	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Story Seeker	0.730757	0.717071	0.013687	0.068491	0.075301	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Story Seeker	0.730757	0.704027	0.026731	0.131923	0.144451	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Story Seeker	0.730757	0.741408	0.010651	0.054831	0.060788	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Mesa Unicorn	0.730757	0.702705	0.028052	0.138257	0.151325	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Mesa Unicorn	0.730757	0.689485	0.041272	0.200755	0.218885	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Mesa Unicorn	0.730757	0.741408	0.010651	0.054831	0.060788	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Alpine Watchdog	0.730757	0.708189	0.022568	0.111864	0.122644	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Alpine Watchdog	0.730757	0.713251	0.017507	0.087244	0.095803	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Alpine Watchdog	0.730757	0.725884	0.004873	0.024627	0.027155	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Huatli's Snubhorn	0.730757	0.674654	0.056103	0.269156	0.292269	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Huatli's Snubhorn	0.730757	0.680104	0.050654	0.244220	0.265580	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Huatli's Snubhorn	0.730757	0.725884	0.004873	0.024627	0.027155	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Agent of Atlas	0.730757	0.664743	0.066014	0.313966	0.340047	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Agent of Atlas	0.730757	0.679349	0.051408	0.247686	0.269295	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Agent of Atlas	0.730757	0.717871	0.012886	0.064544	0.070980	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Head of Security	0.730757	0.705000	0.025757	0.127244	0.139369	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Head of Security	0.730757	0.697044	0.033713	0.165208	0.180520	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Head of Security	0.730757	0.737876	0.007119	0.036489	0.040402	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Starfleet Crew	0.730757	0.690546	0.040211	0.195795	0.213541	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Squire	0.730757	0.652357	0.078400	0.369053	0.398480	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Kyoshi Warrior Guard	0.730757	0.638881	0.091877	0.427959	0.460612	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	cost	Silvercoat Lion	Pearled Unicorn	0.730757	0.668436	0.062321	0.297348	0.322354	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Ajani's Mantra	0.730757	0.562002	0.168755	0.749178	0.793977	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Lead Astray	0.730757	0.625942	0.104816	0.483623	0.519011	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Rune of Protection: White	0.730757	0.616100	0.114657	0.525442	0.562696	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Oath of Lieges	0.730757	0.479245	0.251512	1.081536	1.131700	1	SPELL	PASS
69	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Recommission	0.730757	0.716066	0.014692	0.073439	0.080715	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Immolating Glare	0.730757	0.734339	0.003582	0.018284	0.020219	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Valorous Stance	0.730757	0.672882	0.057876	0.277221	0.300884	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Family Reunion	0.730757	0.610337	0.120421	0.549742	0.588009	0	SPELL	SPELL
69	7c_W0Base_p1.jsonl	1	self_mana	Silvercoat Lion	1	0.730757	0.727747	0.003010	0.015247	0.016822	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Soul Parry	0.696388	0.669049	0.027339	0.126270	0.135656	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	True Identity	0.696388	0.582462	0.113926	0.497266	0.524537	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Angelsong	0.696388	0.692064	0.004324	0.020369	0.022016	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Will of the All-Hunter	0.696388	0.693910	0.002478	0.011695	0.012647	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Last Breath	0.696388	0.744894	0.048506	0.241405	0.265301	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Curtain of Light	0.696388	0.725517	0.029129	0.141840	0.154851	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Unlikely Alliance	0.696388	0.608116	0.088272	0.390757	0.414175	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	type	Dromoka Warrior	Phalanx Tactics	0.696388	0.630146	0.066242	0.297314	0.316557	0	SPELL	SPELL
81	7c_W0Base_p1.jsonl	1	self_mana	Dromoka Warrior	1	0.696388	0.693176	0.003211	0.015144	0.016374	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Alabaster Host Sanctifier	0.748888	0.761828	0.012940	0.070035	0.078918	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Alabaster Host Sanctifier	0.748888	0.751571	0.002683	0.014319	0.016068	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Alabaster Host Sanctifier	0.748888	0.758423	0.009534	0.051359	0.057791	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Bishop's Soldier	0.748888	0.769603	0.020715	0.113380	0.128189	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Bishop's Soldier	0.748888	0.759190	0.010301	0.055550	0.062526	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Bishop's Soldier	0.748888	0.758423	0.009534	0.051359	0.057791	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Story Seeker	0.748888	0.736899	0.011989	0.062779	0.070052	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Story Seeker	0.748888	0.725227	0.023661	0.122153	0.135736	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Story Seeker	0.748888	0.758423	0.009534	0.051359	0.057791	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Mesa Unicorn	0.748888	0.724972	0.023917	0.123434	0.137148	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Mesa Unicorn	0.748888	0.713166	0.035722	0.181881	0.201289	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Mesa Unicorn	0.748888	0.758423	0.009534	0.051359	0.057791	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Alpine Watchdog	0.748888	0.734348	0.014540	0.075893	0.084606	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Alpine Watchdog	0.748888	0.740000	0.008888	0.046721	0.052193	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Alpine Watchdog	0.748888	0.743380	0.005508	0.029080	0.032527	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Huatli's Snubhorn	0.748888	0.700669	0.048219	0.242207	0.266992	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Huatli's Snubhorn	0.748888	0.706874	0.042014	0.212439	0.234633	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Huatli's Snubhorn	0.748888	0.743380	0.005508	0.029080	0.032527	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Agent of Atlas	0.748888	0.684431	0.064457	0.318482	0.349382	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Agent of Atlas	0.748888	0.700389	0.048499	0.243540	0.268439	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Agent of Atlas	0.748888	0.734965	0.013924	0.072733	0.081101	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text	Silvercoat Lion	Head of Security	0.748888	0.727560	0.021328	0.110413	0.122792	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_emb	Silvercoat Lion	Head of Security	0.748888	0.718888	0.030000	0.153739	0.170467	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	text_kw	Silvercoat Lion	Head of Security	0.748888	0.756669	0.007781	0.041811	0.047013	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Starfleet Crew	0.748888	0.711217	0.037671	0.191389	0.211678	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Squire	0.748888	0.669222	0.079667	0.388025	0.423877	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	pt	Silvercoat Lion	Kyoshi Warrior Guard	0.748888	0.653751	0.095137	0.457122	0.497347	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	cost	Silvercoat Lion	Pearled Unicorn	0.748888	0.685584	0.063305	0.313140	0.343635	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Ajani's Mantra	0.748888	0.597926	0.150962	0.695861	0.747509	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Lead Astray	0.748888	0.640520	0.108368	0.515069	0.558569	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Rune of Protection: White	0.748888	0.649121	0.099768	0.477516	0.518933	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Oath of Lieges	0.748888	0.505246	0.243642	1.071707	1.132410	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Recommission	0.748888	0.732676	0.016212	0.084450	0.094088	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Immolating Glare	0.748888	0.748605	0.000283	0.001504	0.001686	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Valorous Stance	0.748888	0.694891	0.053998	0.269608	0.296675	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	type	Silvercoat Lion	Family Reunion	0.748888	0.633232	0.115656	0.546583	0.591721	0	SPELL	SPELL
84	7c_W0Base_p1.jsonl	1	self_mana	Silvercoat Lion	1	0.748888	0.746038	0.002851	0.015101	0.016909	0	SPELL	SPELL
92	7c_W0Base_p1.jsonl	1	pt	Elite Vanguard	Eager Cadet	0.391873	0.389081	0.002792	0.011732	0.012349	0	SPELL	SPELL
92	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Strip Bare	0.391873	0.420015	0.028142	0.116733	0.123638	0	SPELL	SPELL
92	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Scent of Jasmine	0.391873	0.323247	0.068626	0.299446	0.311343	0	SPELL	SPELL
92	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Inheritance	0.391873	0.354997	0.036876	0.157701	0.164905	0	SPELL	SPELL
92	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Swallow Whole	0.391873	0.474311	0.082438	0.336600	0.360830	0	SPELL	SPELL
92	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Soul Snare	0.391873	0.374929	0.016944	0.071683	0.075240	0	SPELL	SPELL
92	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	You Cannot Pass!	0.391873	0.429369	0.037496	0.155019	0.164514	0	SPELL	SPELL
92	7c_W0Base_p1.jsonl	1	type	Elite Vanguard	Burst of Energy	0.391873	0.397571	0.005698	0.023850	0.025145	0	SPELL	SPELL
